Age,playerid,PA,K%,ISO,wOBA,LD%,GB%,FB%,Soft%,Med%,Hard%,batter,Pos,height,weight,game_year
34,1738,313,17.9%,0.149,0.308,24.2%,40.7%,35.2%,13.6%,54.2%,32.2%,425509,SS,74,225,2016
25,7462,320,22.2%,0.154,0.308,17.1%,42.9%,40.0%,22.3%,47.7%,30.0%,461858,3B,74,215,2011
24,9205,334,17.4%,0.169,0.308,18.4%,41.0%,40.6%,14.1%,54.4%,31.5%,489149,1B,75,245,2012
32,2829,179,27.9%,0.184,0.308,21.1%,35.8%,43.1%,15.6%,45.9%,38.5%,444489,C,72,215,2019
24,6677,92,7.6%,0.049,0.308,24.7%,46.6%,28.8%,28.4%,54.1%,17.6%,543776,LF,71,195,2011
32,4298,271,16.6%,0.136,0.308,20.8%,33.9%,45.3%,19.7%,46.1%,34.2%,446308,C,77,235,2018
26,15149,636,24.1%,0.174,0.308,18.9%,54.6%,26.5%,20.3%,46.1%,33.6%,641820,LF,76,215,2018
26,6677,478,11.3%,0.073,0.308,20.1%,54.6%,25.3%,17.4%,62.6%,20.0%,543776,LF,71,195,2013
26,9328,681,30.1%,0.121,0.308,19.5%,47.2%,33.2%,24.9%,47.5%,27.6%,453211,CF,76,205,2011
31,8001,430,16.5%,0.177,0.308,20.4%,50.0%,29.6%,24.3%,44.6%,31.1%,434670,SS,74,235,2015
29,3336,520,11.3%,0.109,0.308,20.7%,43.6%,35.7%,14.3%,61.2%,24.4%,430948,3B,69,225,2012
32,3892,550,12.0%,0.134,0.308,23.5%,39.1%,37.5%,17.1%,50.6%,32.4%,502210,RF,74,195,2019
25,6453,235,15.3%,0.155,0.308,18.9%,34.4%,46.7%,24.3%,56.8%,18.9%,543108,LF,72,195,2011
35,2154,503,27.4%,0.214,0.308,27.7%,35.5%,36.7%,8.4%,54.2%,37.4%,429667,1B,76,250,2015
24,5098,206,21.4%,0.183,0.308,15.4%,49.3%,35.3%,21.3%,55.3%,23.3%,518170,2B,72,205,2012
27,8347,311,11.6%,0.095,0.308,20.7%,52.8%,26.4%,27.0%,54.8%,18.2%,452655,CF,72,210,2011
31,4719,61,34.4%,0.155,0.308,29.7%,54.1%,16.2%,21.6%,54.1%,24.3%,460131,RF,75,215,2015
24,11997,434,23.5%,0.139,0.308,23.6%,40.9%,35.5%,18.1%,52.5%,29.4%,605125,3B,73,205,2014
26,13862,197,19.3%,0.178,0.308,26.4%,37.2%,36.5%,18.8%,49.0%,32.2%,581527,2B,69,195,2017
27,15447,187,21.4%,0.219,0.308,17.3%,38.3%,44.4%,16.5%,48.9%,34.6%,592387,1B,77,225,2019
26,7304,546,21.8%,0.191,0.308,18.4%,34.5%,47.1%,22.2%,44.1%,33.8%,521692,C,76,240,2016
28,4962,616,17.5%,0.146,0.308,19.1%,38.5%,42.4%,13.1%,53.1%,33.9%,452678,SS,72,205,2014
22,15194,388,26.8%,0.183,0.308,20.6%,43.5%,35.9%,15.0%,44.5%,40.5%,641343,1B,73,195,2018
26,3395,576,16.7%,0.118,0.308,21.5%,35.6%,43.0%,20.8%,58.3%,20.8%,460060,SS,70,200,2010
27,7244,100,29.0%,0.154,0.307,21.0%,43.5%,35.5%,12.9%,53.2%,33.9%,489138,1B,74,220,2014
27,12533,703,18.6%,0.133,0.307,22.8%,39.2%,38.0%,18.4%,49.0%,32.6%,543760,SS,72,195,2018
30,3086,503,23.5%,0.189,0.307,21.1%,41.5%,37.4%,15.2%,48.3%,36.6%,519048,1B,74,230,2016
30,3364,560,17.3%,0.127,0.307,20.8%,46.1%,33.2%,17.1%,50.5%,32.4%,471083,C,71,221,2014
26,6352,299,16.1%,0.076,0.307,20.8%,48.1%,31.0%,26.6%,51.8%,21.6%,435220,RF,76,225,2011
29,6609,589,24.6%,0.178,0.307,20.9%,40.4%,38.7%,13.3%,48.7%,38.1%,520471,SS,70,185,2019
29,3123,511,18.6%,0.084,0.307,27.7%,44.3%,28.0%,18.7%,55.1%,26.2%,453923,CF,70,187,2013
27,10200,522,18.4%,0.124,0.307,24.4%,44.9%,30.7%,13.2%,48.4%,38.4%,571466,C,71,192,2018
31,7620,472,24.2%,0.175,0.307,16.6%,44.8%,38.6%,13.8%,50.2%,36.0%,448605,CF,73,210,2013
29,11342,369,22.0%,0.153,0.307,20.0%,42.1%,37.9%,16.3%,42.1%,41.7%,542583,1B,75,250,2019
37,1659,585,14.4%,0.124,0.307,20.8%,42.5%,36.7%,27.2%,46.8%,26.0%,425686,LF,74,210,2011
23,8418,20,25.0%,0.222,0.307,25.0%,41.7%,33.3%,7.1%,57.1%,35.7%,501303,SS,73,195,2013
28,5223,555,18.4%,0.103,0.307,22.0%,57.9%,20.0%,20.9%,57.7%,21.4%,457727,CF,75,215,2015
32,6265,380,19.5%,0.12,0.307,21.6%,51.9%,26.5%,18.6%,56.5%,24.9%,444843,RF,74,210,2014
26,5248,365,12.3%,0.108,0.307,13.5%,56.5%,30.0%,29.4%,49.8%,20.8%,458210,2B,69,190,2011
21,5760,51,19.6%,0,0.307,27.0%,62.2%,10.8%,8.1%,54.1%,37.8%,541645,RF,76,250,2012
25,8202,95,10.5%,0.159,0.307,18.7%,46.7%,34.7%,26.3%,40.0%,33.8%,543281,2B,68,185,2013
24,17171,426,25.8%,0.128,0.307,21.9%,54.9%,23.2%,17.2%,51.9%,31.0%,630111,RF,74,250,2015
30,98,132,38.6%,0.121,0.307,19.6%,37.5%,42.9%,15.8%,57.9%,26.3%,407798,LF,75,220,2010
29,9627,383,25.8%,0.167,0.307,17.4%,40.7%,41.9%,21.7%,49.2%,29.1%,543228,C,74,215,2017
34,1417,214,17.8%,0.078,0.307,24.8%,41.6%,33.6%,24.8%,57.7%,17.5%,421124,SS,71,185,2014
28,4866,239,18.8%,0.108,0.307,17.2%,58.3%,24.5%,22.1%,56.4%,21.5%,502481,CF,70,165,2013
29,2437,238,11.3%,0.113,0.307,17.9%,42.4%,39.7%,18.1%,56.9%,25.0%,430895,2B,68,185,2010
31,5222,256,30.5%,0.201,0.307,16.4%,37.7%,45.9%,19.9%,39.0%,41.1%,457708,LF,73,215,2019
32,791,666,14.7%,0.135,0.307,19.2%,46.3%,34.5%,16.1%,55.7%,28.2%,408252,2B,72,211,2013
22,18360,297,36.4%,0.245,0.307,25.0%,26.2%,48.8%,23.2%,34.5%,42.3%,663586,LF,75,220,2019
28,2197,295,28.8%,0.198,0.307,17.7%,39.8%,42.5%,23.7%,46.8%,29.6%,429713,CF,74,205,2011
36,243,615,8.0%,0.102,0.307,22.1%,40.8%,37.1%,19.3%,54.4%,26.2%,150324,LF,74,270,2012
33,3797,438,15.5%,0.138,0.307,18.4%,45.5%,36.2%,18.3%,47.1%,34.6%,429666,SS,73,200,2016
27,4962,562,20.3%,0.159,0.307,23.0%,36.4%,40.7%,12.4%,54.6%,33.1%,452678,SS,72,205,2013
30,7185,439,24.8%,0.102,0.307,23.0%,44.0%,33.1%,13.2%,50.2%,36.6%,523253,2B,73,195,2017
26,8347,705,10.5%,0.084,0.307,18.0%,54.3%,27.6%,17.6%,60.7%,21.7%,452655,CF,72,210,2010
25,14350,447,22.4%,0.141,0.307,22.5%,51.7%,25.8%,17.2%,52.8%,30.1%,606132,LF,75,185,2019
22,11737,579,24.2%,0.135,0.307,28.5%,35.0%,36.5%,10.8%,55.3%,34.0%,592206,3B,76,203,2014
26,11385,174,19.5%,0.072,0.307,26.7%,47.4%,25.9%,17.0%,47.5%,35.6%,544925,LF,74,210,2014
27,9700,316,25.3%,0.168,0.307,15.3%,39.6%,45.0%,19.4%,52.9%,27.7%,489413,LF,74,220,2012
26,11147,259,29.0%,0.175,0.307,18.7%,45.2%,36.1%,21.1%,47.6%,31.3%,523265,1B,74,205,2014
29,5491,265,25.3%,0.174,0.307,19.2%,48.6%,32.2%,17.9%,46.4%,35.8%,519222,C,73,220,2018
25,15197,343,22.2%,0.091,0.307,23.9%,40.4%,35.7%,21.5%,49.8%,28.7%,641319,2B,69,158,2017
25,4712,336,10.7%,0.048,0.307,23.2%,59.3%,17.5%,15.1%,62.0%,22.9%,519184,CF,69,175,2013
23,10346,85,25.9%,0.086,0.307,27.1%,35.6%,37.3%,13.6%,69.5%,17.0%,571974,C,71,205,2014
28,211,411,22.4%,0.149,0.307,21.1%,42.6%,36.3%,25.4%,50.9%,23.7%,461416,RF,75,205,2011
30,4298,464,18.3%,0.165,0.307,24.2%,36.3%,39.5%,20.2%,46.8%,33.0%,446308,C,77,235,2016
29,1433,224,16.1%,0.188,0.307,17.7%,52.0%,30.3%,22.3%,44.6%,33.1%,467092,C,73,245,2017
27,6310,620,13.4%,0.092,0.307,24.2%,43.6%,32.2%,21.3%,56.5%,22.2%,444876,SS,73,205,2014
30,4022,683,12.9%,0.121,0.307,23.9%,46.3%,29.9%,15.7%,57.1%,27.1%,466320,LF,70,210,2015
27,10243,628,26.0%,0.225,0.307,18.8%,39.1%,42.1%,19.3%,43.5%,37.2%,545341,RF,74,213,2019
29,3190,321,16.2%,0.105,0.307,17.1%,47.4%,35.5%,26.6%,52.7%,20.7%,434661,CF,70,190,2011
31,4720,642,21.0%,0.11,0.307,26.6%,43.1%,30.4%,17.4%,54.8%,27.8%,452104,3B,74,215,2015
29,4579,676,16.4%,0.165,0.307,19.1%,47.9%,33.0%,15.9%,42.1%,42.0%,516770,SS,74,230,2019
24,9689,386,12.2%,0.076,0.307,24.6%,49.5%,25.9%,21.6%,60.6%,17.9%,489365,C,73,230,2011
24,2830,185,25.9%,0.128,0.307,18.8%,55.6%,25.6%,13.5%,62.2%,24.4%,501983,LF,72,235,2012
20,12282,417,17.0%,0.142,0.306,15.0%,49.0%,36.0%,24.4%,50.3%,25.3%,596059,2B,71,195,2014
24,6848,338,10.9%,0.12,0.306,20.7%,45.2%,34.1%,31.9%,43.7%,24.4%,456488,3B,72,195,2011
39,607,575,18.4%,0.174,0.306,18.9%,46.3%,34.8%,18.7%,53.7%,27.7%,116380,LF,74,225,2011
26,9308,38,28.9%,0.297,0.306,25.9%,29.6%,44.4%,22.2%,29.6%,48.2%,572033,C,70,225,2014
33,2073,225,22.7%,0.13,0.306,24.4%,48.1%,27.5%,12.5%,52.5%,35.0%,425557,2B,74,220,2014
36,941,681,9.8%,0.112,0.306,19.2%,48.8%,32.0%,21.6%,48.5%,29.8%,123173,SS,69,220,2010
34,2167,48,20.8%,0.132,0.306,20.0%,23.3%,56.7%,33.3%,50.0%,16.7%,430681,1B,74,210,2014
36,1534,408,21.6%,0.132,0.306,21.9%,48.6%,29.5%,19.2%,50.3%,30.5%,150212,RF,74,220,2015
29,10700,180,29.4%,0.103,0.306,25.7%,46.9%,27.4%,13.9%,50.4%,35.7%,534606,CF,73,210,2018
24,6885,574,19.0%,0.124,0.306,15.8%,52.7%,31.6%,16.2%,57.4%,26.4%,435622,SS,75,220,2010
30,9393,333,34.5%,0.239,0.306,23.6%,31.3%,45.1%,18.9%,42.4%,38.8%,571431,1B,75,245,2019
31,1417,294,12.9%,0.124,0.306,21.4%,43.3%,35.3%,28.1%,53.2%,18.7%,421124,SS,71,185,2011
26,7168,192,19.8%,0.131,0.306,25.4%,50.7%,23.9%,24.8%,47.5%,27.7%,518542,C,69,195,2016
28,6677,165,9.7%,0.084,0.306,18.0%,57.0%,25.0%,30.3%,53.8%,15.9%,543776,LF,71,195,2015
28,13367,393,21.4%,0.162,0.306,20.3%,43.8%,35.9%,10.5%,49.8%,39.7%,572039,RF,76,205,2019
25,2677,88,10.2%,0.083,0.306,27.0%,52.7%,20.3%,34.7%,46.7%,18.7%,457574,1B,73,200,2011
24,5254,422,24.9%,0.1,0.306,24.0%,41.3%,34.6%,21.5%,58.1%,20.4%,543257,LF,72,215,2014
22,18839,279,22.9%,0.154,0.306,16.8%,53.2%,30.0%,18.4%,40.0%,41.6%,647304,RF,71,250,2019
26,11846,583,19.6%,0.09,0.306,21.9%,50.3%,27.8%,20.3%,53.7%,25.9%,547982,CF,74,200,2014
34,1717,236,26.3%,0.189,0.306,18.1%,41.7%,40.3%,8.2%,55.5%,36.3%,424726,LF,74,210,2013
29,10231,530,13.2%,0.119,0.306,23.7%,52.2%,24.1%,19.7%,49.7%,30.7%,578428,SS,71,194,2019
43,411,391,11.5%,0.055,0.306,21.0%,46.3%,32.7%,21.9%,57.1%,21.0%,123744,SS,69,180,2010
31,5343,594,20.5%,0.139,0.306,25.5%,43.7%,30.8%,18.6%,45.2%,36.2%,543063,SS,74,227,2018
26,9015,408,13.7%,0.105,0.306,23.2%,35.4%,41.4%,14.7%,58.4%,26.9%,493596,2B,72,190,2013
23,9856,20,15.0%,0.1,0.306,11.8%,47.1%,41.2%,35.3%,29.4%,35.3%,474319,1B,74,225,2010
32,2158,439,18.9%,0.114,0.306,25.8%,42.1%,32.1%,20.7%,59.5%,19.8%,425785,3B,73,205,2011
26,6589,436,20.0%,0.134,0.306,17.4%,41.3%,41.3%,23.6%,50.2%,26.3%,446481,2B,72,200,2011
26,1433,361,15.8%,0.132,0.306,21.6%,55.4%,23.0%,22.0%,50.5%,27.5%,467092,C,73,245,2014
26,9187,179,31.8%,0.138,0.306,27.5%,39.2%,33.3%,17.5%,48.5%,34.0%,458668,CF,77,220,2013
34,2154,648,29.3%,0.156,0.306,22.1%,40.6%,37.2%,14.8%,51.6%,33.6%,429667,1B,76,250,2014
35,96,269,26.4%,0.21,0.306,15.2%,36.4%,48.5%,20.6%,48.5%,30.9%,116662,LF,73,225,2012
25,16578,179,19.6%,0.064,0.306,22.1%,59.0%,18.9%,16.4%,50.8%,32.8%,650490,3B,74,215,2017
28,2521,515,18.4%,0.136,0.306,21.4%,39.6%,39.1%,15.6%,53.3%,31.2%,408305,3B,75,205,2010
24,14388,295,29.5%,0.195,0.306,28.9%,37.0%,34.1%,18.5%,42.2%,39.3%,608597,1B,77,225,2019
23,9785,201,17.9%,0.121,0.306,27.7%,30.4%,41.9%,13.3%,58.0%,28.7%,572122,3B,72,210,2011
25,10556,452,19.0%,0.077,0.306,23.8%,54.3%,21.9%,21.6%,54.6%,23.8%,514917,2B,70,160,2015
30,4810,538,14.3%,0.174,0.306,22.2%,32.7%,45.1%,15.2%,53.8%,31.0%,435263,C,75,225,2014
27,4616,387,15.8%,0.085,0.306,20.6%,51.1%,28.3%,16.8%,56.6%,26.6%,431145,C,70,215,2010
28,12037,15,26.7%,0.2,0.306,36.4%,45.5%,18.2%,9.1%,27.3%,63.6%,542932,SS,70,195,2018
29,2918,532,11.7%,0.111,0.306,24.0%,35.0%,41.0%,23.5%,55.8%,20.7%,434636,CF,74,200,2011
27,6453,484,17.4%,0.107,0.306,24.8%,42.4%,32.9%,19.4%,55.1%,25.6%,543108,LF,72,195,2013
30,3298,144,30.6%,0.178,0.306,22.0%,41.8%,36.3%,22.6%,37.6%,39.8%,518586,LF,72,200,2019
27,3256,417,24.5%,0.153,0.306,18.9%,40.7%,40.4%,19.9%,47.5%,32.6%,456078,C,70,220,2014
29,1609,640,10.5%,0.105,0.306,21.8%,42.5%,35.7%,20.5%,57.7%,21.8%,408299,2B,71,195,2011
25,5247,602,23.9%,0.148,0.306,18.5%,48.8%,32.7%,16.9%,53.7%,29.4%,543434,3B,72,210,2015
27,13633,184,23.4%,0.175,0.306,21.1%,44.7%,34.1%,17.7%,43.6%,38.7%,605512,LF,72,210,2018
28,4182,215,11.2%,0.072,0.306,26.2%,39.0%,34.8%,20.3%,58.8%,20.9%,468406,2B,69,180,2013
31,12284,211,17.5%,0.141,0.305,27.7%,49.7%,22.6%,14.2%,45.8%,40.0%,607345,C,76,240,2019
36,768,258,11.6%,0.095,0.305,19.2%,49.5%,31.3%,26.8%,54.0%,19.3%,346795,RF,71,170,2014
26,6421,461,20.2%,0.138,0.305,13.5%,47.1%,39.4%,18.8%,49.5%,31.6%,465668,CF,74,210,2010
30,3190,298,20.5%,0.139,0.305,20.1%,42.6%,37.3%,23.1%,49.5%,27.4%,434661,CF,70,190,2012
25,10349,533,24.2%,0.192,0.305,19.2%,41.7%,39.0%,20.9%,44.2%,35.0%,571830,1B,73,255,2017
23,6848,53,3.8%,0.08,0.305,6.3%,64.6%,29.2%,22.9%,50.0%,27.1%,456488,3B,72,195,2010
24,9848,668,27.1%,0.125,0.305,16.8%,47.1%,36.1%,18.3%,60.4%,21.3%,457706,CF,73,198,2011
31,4418,263,16.3%,0.178,0.305,21.2%,34.9%,43.9%,12.7%,50.8%,36.5%,476704,SS,72,180,2015
23,4892,614,20.2%,0.171,0.305,16.4%,33.8%,49.8%,19.1%,55.2%,25.7%,519058,3B,72,225,2012
28,4365,253,24.5%,0.144,0.305,19.0%,38.7%,42.3%,20.7%,45.7%,33.5%,475100,LF,76,215,2015
31,98,64,34.4%,0.173,0.305,10.0%,43.3%,46.7%,32.3%,58.1%,9.7%,407798,LF,75,220,2011
27,9414,330,24.2%,0.096,0.305,19.6%,60.3%,20.1%,12.8%,61.0%,26.2%,450641,LF,73,195,2012
28,6402,7,42.9%,0.143,0.305,0.0%,75.0%,25.0%,0.0%,25.0%,75.0%,543569,3B,74,230,2015
33,1201,193,21.2%,0.138,0.305,24.3%,42.9%,32.9%,18.6%,50.7%,30.7%,408307,LF,74,230,2015
22,21479,82,13.4%,0.154,0.305,25.0%,52.9%,22.1%,25.0%,48.5%,26.5%,663538,SS,71,200,2019
26,2140,608,18.4%,0.145,0.305,22.4%,43.1%,34.5%,15.6%,50.1%,34.3%,430321,LF,75,240,2012
25,9048,158,22.2%,0.122,0.305,25.7%,46.7%,27.6%,14.9%,60.5%,24.6%,485567,LF,71,185,2012
26,11255,200,19.5%,0.141,0.305,19.6%,42.7%,37.8%,25.2%,52.4%,22.5%,519333,LF,72,200,2016
27,16729,48,35.4%,0.238,0.305,24.0%,20.0%,56.0%,24.0%,44.0%,32.0%,657434,CF,74,215,2019
27,10099,264,17.0%,0.197,0.305,15.8%,43.9%,40.3%,16.0%,50.5%,33.5%,554429,2B,73,205,2015
31,4952,371,10.0%,0.063,0.305,21.2%,53.0%,25.8%,13.2%,65.2%,21.6%,452672,C,72,225,2012
27,12907,167,29.3%,0.183,0.305,19.2%,36.5%,44.2%,19.2%,42.3%,38.5%,570256,RF,77,235,2019
25,9331,325,21.5%,0.125,0.305,21.6%,48.6%,29.8%,21.0%,47.6%,31.4%,453228,2B,73,195,2010
26,10099,542,16.6%,0.153,0.305,18.4%,45.3%,36.3%,17.3%,52.3%,30.5%,554429,2B,73,205,2014
27,3395,570,18.2%,0.105,0.305,24.8%,35.5%,39.7%,21.8%,59.8%,18.4%,460060,SS,70,200,2011
25,14936,162,23.5%,0.077,0.305,26.0%,47.1%,26.9%,18.9%,58.5%,22.6%,595144,CF,72,190,2017
30,4613,178,13.5%,0.113,0.305,18.9%,50.4%,30.7%,20.5%,53.5%,26.0%,425902,1B,71,275,2014
35,4616,352,23.3%,0.131,0.305,14.0%,51.2%,34.8%,22.7%,47.3%,30.0%,431145,C,70,215,2018
30,7802,526,11.8%,0.095,0.305,23.6%,46.8%,29.6%,14.3%,50.1%,35.6%,500743,SS,71,195,2019
24,6400,314,31.2%,0.124,0.305,22.4%,50.8%,26.8%,15.3%,56.6%,28.0%,543590,CF,75,225,2012
23,14106,385,23.6%,0.179,0.305,23.0%,40.2%,36.8%,13.8%,54.0%,32.2%,608365,SS,72,200,2017
24,9256,93,11.8%,0.148,0.305,20.0%,50.0%,30.0%,15.1%,52.1%,32.9%,572041,CF,73,212,2012
29,6589,259,25.5%,0.232,0.305,17.0%,38.6%,44.4%,19.2%,46.3%,34.5%,446481,2B,72,200,2014
34,9927,609,17.6%,0.132,0.305,17.9%,48.7%,33.4%,19.4%,53.0%,27.6%,458731,LF,71,195,2018
39,941,167,15.0%,0.09,0.305,20.6%,49.6%,29.8%,20.7%,58.5%,20.7%,123173,SS,69,220,2013
31,1572,583,11.1%,0.115,0.305,24.0%,42.1%,33.9%,20.0%,55.7%,24.4%,424825,CF,70,185,2011
31,5000,532,15.6%,0.155,0.305,23.2%,30.3%,46.5%,21.0%,52.2%,26.8%,519390,C,72,225,2016
23,10556,131,19.8%,0.041,0.305,25.0%,52.2%,22.8%,13.7%,65.3%,21.1%,514917,2B,70,160,2013
21,14128,123,46.3%,0.213,0.305,27.5%,35.3%,37.3%,15.7%,35.3%,49.0%,608336,LF,77,235,2015
28,9848,527,23.9%,0.118,0.305,24.3%,51.1%,24.6%,13.0%,56.9%,30.1%,457706,CF,73,198,2015
24,14109,479,17.3%,0.092,0.305,20.2%,50.7%,29.1%,23.3%,49.3%,27.4%,546991,CF,74,190,2018
24,4298,502,18.7%,0.128,0.305,15.4%,46.4%,38.3%,16.2%,54.9%,29.0%,446308,C,77,235,2010
27,6938,211,26.1%,0.095,0.305,17.4%,55.1%,27.5%,13.8%,57.3%,29.0%,493472,3B,75,215,2014
34,5209,568,21.8%,0.125,0.305,26.4%,43.6%,30.0%,15.9%,46.2%,37.9%,460086,LF,73,225,2018
32,3708,360,18.6%,0.115,0.305,22.7%,39.4%,37.9%,19.9%,53.2%,27.0%,434658,CF,70,195,2013
28,9048,192,23.4%,0.099,0.305,16.7%,60.8%,22.5%,20.2%,56.7%,23.1%,485567,LF,71,185,2015
31,6885,373,23.3%,0.1,0.305,16.5%,62.7%,20.8%,24.8%,48.1%,27.1%,435622,SS,75,220,2017
22,10324,291,19.6%,0.124,0.304,21.1%,46.3%,32.6%,13.7%,54.3%,32.0%,542303,LF,73,225,2013
29,5557,435,32.9%,0.142,0.304,22.1%,37.4%,40.4%,9.4%,48.1%,42.6%,457454,C,76,235,2014
23,12907,652,18.6%,0.125,0.304,19.7%,45.4%,34.9%,17.5%,52.2%,30.3%,570256,RF,77,235,2015
26,5278,272,17.3%,0.097,0.304,23.2%,49.8%,27.1%,18.4%,61.3%,20.3%,465674,3B,72,180,2012
26,697,372,29.0%,0.202,0.304,17.8%,37.2%,45.0%,14.8%,52.7%,32.5%,450317,C,73,210,2012
29,5930,700,10.9%,0.085,0.304,22.6%,46.6%,30.7%,19.3%,52.5%,28.3%,455976,RF,73,210,2013
25,12434,122,23.0%,0.129,0.304,15.9%,51.1%,33.0%,23.6%,49.4%,27.0%,607680,CF,72,210,2014
22,5519,501,14.6%,0.063,0.304,30.0%,39.7%,30.3%,17.7%,61.1%,21.2%,514913,SS,71,200,2012
25,13277,282,19.1%,0.109,0.304,21.0%,42.0%,37.0%,20.2%,53.9%,26.0%,572073,RF,73,185,2016
28,11146,331,34.4%,0.2,0.304,15.9%,48.4%,35.7%,19.8%,49.5%,30.8%,519237,C,74,260,2017
24,13338,117,12.0%,0.069,0.304,28.1%,40.4%,31.5%,23.6%,61.8%,14.6%,553882,C,71,220,2016
35,1260,400,23.5%,0.132,0.304,26.2%,36.7%,37.1%,16.8%,52.2%,31.0%,407886,LF,74,215,2014
29,4606,376,25.0%,0.169,0.304,14.6%,42.0%,43.4%,19.7%,46.1%,34.2%,430965,C,76,235,2010
26,4712,626,7.8%,0.055,0.304,21.0%,64.7%,14.3%,24.6%,59.3%,16.1%,519184,CF,69,175,2014
27,5760,385,26.5%,0.202,0.304,17.4%,48.3%,34.4%,17.4%,44.4%,38.2%,541645,RF,76,250,2018
23,8203,233,11.6%,0.058,0.304,22.9%,55.9%,21.2%,35.2%,56.3%,8.5%,543829,2B,71,170,2011
28,7304,544,19.9%,0.204,0.304,20.4%,34.6%,45.0%,12.0%,42.0%,46.0%,521692,C,76,240,2018
27,5432,214,23.4%,0.08,0.304,23.4%,56.3%,20.3%,18.7%,62.6%,18.7%,467070,3B,71,205,2012
28,3837,165,26.7%,0.173,0.304,15.1%,46.2%,38.7%,22.2%,43.5%,34.3%,518500,RF,72,200,2013
32,8027,430,20.7%,0.192,0.304,20.1%,43.9%,36.0%,19.8%,44.3%,36.0%,452252,1B,74,195,2016
31,5133,674,10.1%,0.096,0.304,22.1%,48.7%,29.2%,21.7%,55.3%,23.1%,493351,SS,74,180,2013
28,5238,74,28.4%,0.188,0.304,21.4%,33.3%,45.2%,15.9%,61.4%,22.7%,543194,CF,74,205,2018
39,731,567,18.5%,0.169,0.304,17.3%,48.4%,34.3%,18.1%,53.0%,29.0%,116338,RF,74,220,2015
24,5097,535,27.1%,0.113,0.304,20.8%,54.0%,25.2%,20.2%,54.7%,25.2%,543238,CF,73,190,2015
28,10231,464,10.1%,0.12,0.304,22.9%,43.6%,33.5%,21.0%,52.1%,26.9%,578428,SS,71,194,2018
22,10166,412,27.4%,0.157,0.304,24.3%,34.5%,41.2%,14.0%,52.9%,33.1%,545338,2B,73,190,2013
20,12161,50,26.0%,0.114,0.304,34.4%,46.9%,18.8%,12.5%,50.0%,37.5%,593428,SS,73,210,2013
29,3790,202,26.2%,0.141,0.304,12.3%,45.9%,41.8%,15.8%,56.4%,27.8%,434624,3B,71,195,2012
30,2502,172,20.9%,0.183,0.304,23.5%,37.0%,39.5%,16.0%,51.3%,32.8%,446263,1B,76,255,2016
30,8219,532,15.6%,0.096,0.304,20.6%,44.9%,34.5%,18.6%,55.6%,25.8%,430583,SS,72,190,2010
31,9810,632,20.4%,0.175,0.304,16.8%,39.5%,43.7%,17.0%,45.7%,37.3%,572821,2B,71,200,2018
31,3704,400,12.5%,0.068,0.304,23.1%,51.6%,25.3%,26.5%,57.3%,16.2%,435401,2B,70,185,2011
25,11442,374,25.1%,0.22,0.304,14.3%,42.9%,42.9%,19.5%,45.0%,35.5%,596142,C,74,230,2018
24,12155,354,25.7%,0.152,0.304,19.3%,46.3%,34.4%,18.5%,51.4%,30.1%,592696,LF,73,180,2016
29,7423,88,23.9%,0.139,0.304,15.3%,45.8%,39.0%,25.4%,37.3%,37.3%,451089,LF,73,196,2017
27,5305,195,20.0%,0.097,0.304,23.2%,52.1%,24.6%,16.4%,60.3%,23.3%,502100,LF,70,195,2013
22,14161,331,35.6%,0.205,0.304,21.6%,35.1%,43.3%,16.6%,56.2%,27.3%,621439,CF,74,190,2016
21,14106,523,28.5%,0.147,0.304,18.2%,41.0%,40.7%,20.4%,52.6%,27.1%,608365,SS,72,200,2015
29,9953,197,35.5%,0.267,0.304,16.5%,19.6%,63.9%,26.8%,46.4%,26.8%,572114,2B,69,180,2017
31,2495,127,28.3%,0.234,0.304,10.8%,41.9%,47.3%,24.0%,45.3%,30.7%,476883,3B,75,250,2018
25,2140,503,16.9%,0.125,0.304,18.3%,46.6%,35.1%,27.7%,48.9%,23.4%,430321,LF,75,240,2011
34,3376,305,27.9%,0.167,0.304,26.9%,36.0%,37.1%,18.8%,38.1%,43.2%,460026,C,72,203,2018
36,1551,116,36.2%,0.167,0.304,15.3%,39.0%,45.8%,12.9%,48.4%,38.7%,424325,C,74,230,2013
23,5827,510,12.4%,0.145,0.304,21.1%,41.8%,37.1%,21.7%,49.5%,28.8%,527038,SS,75,205,2015
21,17023,64,21.9%,0,0.304,27.9%,53.5%,18.6%,17.4%,76.1%,6.5%,642423,CF,71,160,2017
32,5677,448,17.4%,0.126,0.304,18.7%,44.3%,37.0%,14.6%,49.7%,35.7%,454560,C,74,225,2013
28,4707,139,20.1%,0.164,0.304,15.2%,44.4%,40.4%,21.0%,54.0%,25.0%,451500,1B,76,240,2012
24,8380,326,23.6%,0.13,0.304,19.5%,38.5%,42.1%,19.5%,55.3%,25.2%,458582,SS,74,197,2010
30,1417,367,15.3%,0.063,0.304,20.9%,49.4%,29.6%,16.4%,59.9%,23.7%,421124,SS,71,185,2010
29,6547,584,14.2%,0.118,0.304,19.7%,48.5%,31.8%,18.0%,56.9%,25.2%,474568,SS,75,210,2016
24,5107,90,24.4%,0.2,0.304,19.3%,45.6%,35.1%,26.7%,45.0%,28.3%,527043,1B,73,220,2015
